T(K)        G8/(RT)
1.30000e+03 -1.56956695e+01
1.31106e+03 -1.54761784e+01
1.32211e+03 -1.52603969e+01
1.33317e+03 -1.50482326e+01
1.34422e+03 -1.48395961e+01
1.35528e+03 -1.46344009e+01
1.36633e+03 -1.44325634e+01
1.37739e+03 -1.42340027e+01
1.38844e+03 -1.40386402e+01
1.39950e+03 -1.38464000e+01
1.41055e+03 -1.36572086e+01
1.42161e+03 -1.34709948e+01
1.43266e+03 -1.32876894e+01
1.44372e+03 -1.31072255e+01
1.45477e+03 -1.29295382e+01
1.46583e+03 -1.27545645e+01
1.47688e+03 -1.25822433e+01
1.48794e+03 -1.24125154e+01
1.49899e+03 -1.22453233e+01
1.51005e+03 -1.20806111e+01
1.52111e+03 -1.19183245e+01
1.53216e+03 -1.17584111e+01
1.54322e+03 -1.16008196e+01
1.55427e+03 -1.14455003e+01
1.56533e+03 -1.12924049e+01
1.57638e+03 -1.11414866e+01
1.58744e+03 -1.09926998e+01
1.59849e+03 -1.08459999e+01
1.60955e+03 -1.07013440e+01
1.62060e+03 -1.05586901e+01
1.63166e+03 -1.04179973e+01
1.64271e+03 -1.02792259e+01
1.65377e+03 -1.01423372e+01
1.66482e+03 -1.00072937e+01
1.67588e+03 -9.87405865e+00
1.68693e+03 -9.74259637e+00
1.69799e+03 -9.61287212e+00
1.70905e+03 -9.48485206e+00
1.72010e+03 -9.35850319e+00
1.73116e+03 -9.23379338e+00
1.74221e+03 -9.11069131e+00
1.75327e+03 -8.98916644e+00
1.76432e+03 -8.86918900e+00
1.77538e+03 -8.75072996e+00
1.78643e+03 -8.63376103e+00
1.79749e+03 -8.51825458e+00
1.80854e+03 -8.40418368e+00
1.81960e+03 -8.29152206e+00
1.83065e+03 -8.18024405e+00
1.84171e+03 -8.07032464e+00
1.85276e+03 -7.96173940e+00
1.86382e+03 -7.85446446e+00
1.87487e+03 -7.74847654e+00
1.88593e+03 -7.64375290e+00
1.89698e+03 -7.54027132e+00
1.90804e+03 -7.43801011e+00
1.91910e+03 -7.33694807e+00
1.93015e+03 -7.23706448e+00
1.94121e+03 -7.13833912e+00
1.95226e+03 -7.04075218e+00
1.96332e+03 -6.94428435e+00
1.97437e+03 -6.84891672e+00
1.98543e+03 -6.75463080e+00
1.99648e+03 -6.66140853e+00
2.00754e+03 -6.56923224e+00
2.01859e+03 -6.47808463e+00
2.02965e+03 -6.38794880e+00
2.04070e+03 -6.29880821e+00
2.05176e+03 -6.21064667e+00
2.06281e+03 -6.12344835e+00
2.07387e+03 -6.03719773e+00
2.08492e+03 -5.95187966e+00
2.09598e+03 -5.86747928e+00
2.10704e+03 -5.78398205e+00
2.11809e+03 -5.70137373e+00
2.12915e+03 -5.61964039e+00
2.14020e+03 -5.53876837e+00
2.15126e+03 -5.45874430e+00
2.16231e+03 -5.37955508e+00
2.17337e+03 -5.30118789e+00
2.18442e+03 -5.22363015e+00
2.19548e+03 -5.14686955e+00
2.20653e+03 -5.07089401e+00
2.21759e+03 -4.99569170e+00
2.22864e+03 -4.92125103e+00
2.23970e+03 -4.84756063e+00
2.25075e+03 -4.77460937e+00
2.26181e+03 -4.70238631e+00
2.27286e+03 -4.63088074e+00
2.28392e+03 -4.56008216e+00
2.29497e+03 -4.48998027e+00
2.30603e+03 -4.42056495e+00
2.31709e+03 -4.35182631e+00
2.32814e+03 -4.28375461e+00
2.33920e+03 -4.21634032e+00
2.35025e+03 -4.14957408e+00
2.36131e+03 -4.08344670e+00
2.37236e+03 -4.01794916e+00
2.38342e+03 -3.95307263e+00
2.39447e+03 -3.88880842e+00
2.40553e+03 -3.82514800e+00
2.41658e+03 -3.76208302e+00
2.42764e+03 -3.69960524e+00
2.43869e+03 -3.63770661e+00
2.44975e+03 -3.57637922e+00
2.46080e+03 -3.51561527e+00
2.47186e+03 -3.45540713e+00
2.48291e+03 -3.39574730e+00
2.49397e+03 -3.33662840e+00
2.50503e+03 -3.27804321e+00
2.51608e+03 -3.21998460e+00
2.52714e+03 -3.16244558e+00
2.53819e+03 -3.10541930e+00
2.54925e+03 -3.04889900e+00
2.56030e+03 -2.99287806e+00
2.57136e+03 -2.93734995e+00
2.58241e+03 -2.88230827e+00
2.59347e+03 -2.82774672e+00
2.60452e+03 -2.77365912e+00
2.61558e+03 -2.72003937e+00
2.62663e+03 -2.66688151e+00
2.63769e+03 -2.61417964e+00
2.64874e+03 -2.56192798e+00
2.65980e+03 -2.51012084e+00
2.67085e+03 -2.45875263e+00
2.68191e+03 -2.40781784e+00
2.69296e+03 -2.35731108e+00
2.70402e+03 -2.30722700e+00
2.71508e+03 -2.25756038e+00
2.72613e+03 -2.20830606e+00
2.73719e+03 -2.15945898e+00
2.74824e+03 -2.11101414e+00
2.75930e+03 -2.06296665e+00
2.77035e+03 -2.01531167e+00
2.78141e+03 -1.96804444e+00
2.79246e+03 -1.92116030e+00
2.80352e+03 -1.87465463e+00
2.81457e+03 -1.82852291e+00
2.82563e+03 -1.78276067e+00
2.83668e+03 -1.73736353e+00
2.84774e+03 -1.69232716e+00
2.85879e+03 -1.64764731e+00
2.86985e+03 -1.60331977e+00
2.88090e+03 -1.55934044e+00
2.89196e+03 -1.51570523e+00
2.90302e+03 -1.47241016e+00
2.91407e+03 -1.42945127e+00
2.92513e+03 -1.38682469e+00
2.93618e+03 -1.34452659e+00
2.94724e+03 -1.30255321e+00
2.95829e+03 -1.26090084e+00
2.96935e+03 -1.21956581e+00
2.98040e+03 -1.17854453e+00
2.99146e+03 -1.13783346e+00
3.00251e+03 -1.09742908e+00
3.01357e+03 -1.05732797e+00
3.02462e+03 -1.01752672e+00
3.03568e+03 -9.78021991e-01
3.04673e+03 -9.38810483e-01
3.05779e+03 -8.99888948e-01
3.06884e+03 -8.61254182e-01
3.07990e+03 -8.22903028e-01
3.09095e+03 -7.84832374e-01
3.10201e+03 -7.47039152e-01
3.11307e+03 -7.09520337e-01
3.12412e+03 -6.72272948e-01
3.13518e+03 -6.35294044e-01
3.14623e+03 -5.98580727e-01
3.15729e+03 -5.62130137e-01
3.16834e+03 -5.25939456e-01
3.17940e+03 -4.90005905e-01
3.19045e+03 -4.54326742e-01
3.20151e+03 -4.18899262e-01
3.21256e+03 -3.83720800e-01
3.22362e+03 -3.48788724e-01
3.23467e+03 -3.14100441e-01
3.24573e+03 -2.79653390e-01
3.25678e+03 -2.45445048e-01
