T(K)        G1/(RT)
1.30000e+03 2.15043735e+01
1.31106e+03 2.12972176e+01
1.32211e+03 2.10935261e+01
1.33317e+03 2.08932128e+01
1.34422e+03 2.06961943e+01
1.35528e+03 2.05023901e+01
1.36633e+03 2.03117222e+01
1.37739e+03 2.01241149e+01
1.38844e+03 1.99394952e+01
1.39950e+03 1.97577923e+01
1.41055e+03 1.95789376e+01
1.42161e+03 1.94028647e+01
1.43266e+03 1.92295092e+01
1.44372e+03 1.90588086e+01
1.45477e+03 1.88907024e+01
1.46583e+03 1.87251319e+01
1.47688e+03 1.85620402e+01
1.48794e+03 1.84013720e+01
1.49899e+03 1.82430737e+01
1.51005e+03 1.80870932e+01
1.52111e+03 1.79333801e+01
1.53216e+03 1.77818852e+01
1.54322e+03 1.76325608e+01
1.55427e+03 1.74853607e+01
1.56533e+03 1.73402398e+01
1.57638e+03 1.71971544e+01
1.58744e+03 1.70560620e+01
1.59849e+03 1.69169211e+01
1.60955e+03 1.67796917e+01
1.62060e+03 1.66443345e+01
1.63166e+03 1.65108116e+01
1.64271e+03 1.63790858e+01
1.65377e+03 1.62491212e+01
1.66482e+03 1.61208827e+01
1.67588e+03 1.59943360e+01
1.68693e+03 1.58694480e+01
1.69799e+03 1.57461862e+01
1.70905e+03 1.56245192e+01
1.72010e+03 1.55044160e+01
1.73116e+03 1.53858469e+01
1.74221e+03 1.52687825e+01
1.75327e+03 1.51531944e+01
1.76432e+03 1.50390548e+01
1.77538e+03 1.49263368e+01
1.78643e+03 1.48150138e+01
1.79749e+03 1.47050603e+01
1.80854e+03 1.45964509e+01
1.81960e+03 1.44891614e+01
1.83065e+03 1.43831676e+01
1.84171e+03 1.42784464e+01
1.85276e+03 1.41749749e+01
1.86382e+03 1.40727309e+01
1.87487e+03 1.39716926e+01
1.88593e+03 1.38718389e+01
1.89698e+03 1.37731491e+01
1.90804e+03 1.36756029e+01
1.91910e+03 1.35791806e+01
1.93015e+03 1.34838628e+01
1.94121e+03 1.33896307e+01
1.95226e+03 1.32964658e+01
1.96332e+03 1.32043501e+01
1.97437e+03 1.31132661e+01
1.98543e+03 1.30231963e+01
1.99648e+03 1.29341241e+01
2.00754e+03 1.28460329e+01
2.01859e+03 1.27589066e+01
2.02965e+03 1.26727294e+01
2.04070e+03 1.25874860e+01
2.05176e+03 1.25031611e+01
2.06281e+03 1.24197401e+01
2.07387e+03 1.23372085e+01
2.08492e+03 1.22555522e+01
2.09598e+03 1.21747572e+01
2.10704e+03 1.20948101e+01
2.11809e+03 1.20156975e+01
2.12915e+03 1.19374065e+01
2.14020e+03 1.18599243e+01
2.15126e+03 1.17832385e+01
2.16231e+03 1.17073369e+01
2.17337e+03 1.16322074e+01
2.18442e+03 1.15578383e+01
2.19548e+03 1.14842183e+01
2.20653e+03 1.14113359e+01
2.21759e+03 1.13391802e+01
2.22864e+03 1.12677404e+01
