T(K)        G7/(RT)
1.30000e+03 -3.32445088e+01
1.31106e+03 -3.29382504e+01
1.32211e+03 -3.26372598e+01
1.33317e+03 -3.23414034e+01
1.34422e+03 -3.20505521e+01
1.35528e+03 -3.17645812e+01
1.36633e+03 -3.14833697e+01
1.37739e+03 -3.12068009e+01
1.38844e+03 -3.09347618e+01
1.39950e+03 -3.06671428e+01
1.41055e+03 -3.04038381e+01
1.42161e+03 -3.01447449e+01
1.43266e+03 -2.98897640e+01
1.44372e+03 -2.96387989e+01
1.45477e+03 -2.93917563e+01
1.46583e+03 -2.91485457e+01
1.47688e+03 -2.89090794e+01
1.48794e+03 -2.86732723e+01
1.49899e+03 -2.84410417e+01
1.51005e+03 -2.82123076e+01
1.52111e+03 -2.79869923e+01
1.53216e+03 -2.77650202e+01
1.54322e+03 -2.75463182e+01
1.55427e+03 -2.73308151e+01
1.56533e+03 -2.71184417e+01
1.57638e+03 -2.69091310e+01
1.58744e+03 -2.67028176e+01
1.59849e+03 -2.64994383e+01
1.60955e+03 -2.62989313e+01
1.62060e+03 -2.61012368e+01
1.63166e+03 -2.59062965e+01
1.64271e+03 -2.57140537e+01
1.65377e+03 -2.55244532e+01
1.66482e+03 -2.53374416e+01
1.67588e+03 -2.51529664e+01
1.68693e+03 -2.49709771e+01
1.69799e+03 -2.47914240e+01
1.70905e+03 -2.46142329e+01
1.72010e+03 -2.44394119e+01
1.73116e+03 -2.42668864e+01
1.74221e+03 -2.40966117e+01
1.75327e+03 -2.39285444e+01
1.76432e+03 -2.37626422e+01
1.77538e+03 -2.35988637e+01
1.78643e+03 -2.34371688e+01
1.79749e+03 -2.32775183e+01
1.80854e+03 -2.31198739e+01
1.81960e+03 -2.29641983e+01
1.83065e+03 -2.28104551e+01
1.84171e+03 -2.26586088e+01
1.85276e+03 -2.25086249e+01
1.86382e+03 -2.23604694e+01
1.87487e+03 -2.22141095e+01
1.88593e+03 -2.20695129e+01
1.89698e+03 -2.19266482e+01
1.90804e+03 -2.17854848e+01
1.91910e+03 -2.16459925e+01
1.93015e+03 -2.15081422e+01
1.94121e+03 -2.13719053e+01
1.95226e+03 -2.12372538e+01
1.96332e+03 -2.11041604e+01
1.97437e+03 -2.09725985e+01
1.98543e+03 -2.08425420e+01
1.99648e+03 -2.07139653e+01
2.00754e+03 -2.05868436e+01
2.01859e+03 -2.04611526e+01
2.02965e+03 -2.03368683e+01
2.04070e+03 -2.02139675e+01
2.05176e+03 -2.00924274e+01
2.06281e+03 -1.99722258e+01
2.07387e+03 -1.98533407e+01
2.08492e+03 -1.97357509e+01
2.09598e+03 -1.96194356e+01
2.10704e+03 -1.95043742e+01
2.11809e+03 -1.93905467e+01
2.12915e+03 -1.92779336e+01
2.14020e+03 -1.91665158e+01
2.15126e+03 -1.90562744e+01
2.16231e+03 -1.89471910e+01
2.17337e+03 -1.88392477e+01
2.18442e+03 -1.87324269e+01
2.19548e+03 -1.86267112e+01
2.20653e+03 -1.85220837e+01
2.21759e+03 -1.84185280e+01
2.22864e+03 -1.83160277e+01
2.23970e+03 -1.82145669e+01
2.25075e+03 -1.81141300e+01
2.26181e+03 -1.80147018e+01
2.27286e+03 -1.79162672e+01
2.28392e+03 -1.78188116e+01
2.29497e+03 -1.77223205e+01
2.30603e+03 -1.76267799e+01
2.31709e+03 -1.75321758e+01
2.32814e+03 -1.74384947e+01
2.33920e+03 -1.73457234e+01
2.35025e+03 -1.72538486e+01
2.36131e+03 -1.71628576e+01
2.37236e+03 -1.70727379e+01
2.38342e+03 -1.69834770e+01
2.39447e+03 -1.68950628e+01
2.40553e+03 -1.68074836e+01
2.41658e+03 -1.67207276e+01
2.42764e+03 -1.66347833e+01
2.43869e+03 -1.65496396e+01
2.44975e+03 -1.64652854e+01
2.46080e+03 -1.63817098e+01
2.47186e+03 -1.62989023e+01
2.48291e+03 -1.62168524e+01
2.49397e+03 -1.61355499e+01
2.50503e+03 -1.60549846e+01
2.51608e+03 -1.59751468e+01
2.52714e+03 -1.58960266e+01
2.53819e+03 -1.58176145e+01
2.54925e+03 -1.57399012e+01
2.56030e+03 -1.56628775e+01
2.57136e+03 -1.55865342e+01
2.58241e+03 -1.55108626e+01
2.59347e+03 -1.54358538e+01
2.60452e+03 -1.53614994e+01
2.61558e+03 -1.52877907e+01
2.62663e+03 -1.52147197e+01
2.63769e+03 -1.51422780e+01
2.64874e+03 -1.50704577e+01
2.65980e+03 -1.49992508e+01
2.67085e+03 -1.49286498e+01
2.68191e+03 -1.48586468e+01
2.69296e+03 -1.47892345e+01
2.70402e+03 -1.47204055e+01
2.71508e+03 -1.46521525e+01
2.72613e+03 -1.45844683e+01
2.73719e+03 -1.45173461e+01
2.74824e+03 -1.44507788e+01
2.75930e+03 -1.43847597e+01
2.77035e+03 -1.43192822e+01
2.78141e+03 -1.42543396e+01
2.79246e+03 -1.41899256e+01
2.80352e+03 -1.41260336e+01
2.81457e+03 -1.40626576e+01
2.82563e+03 -1.39997913e+01
2.83668e+03 -1.39374286e+01
2.84774e+03 -1.38755637e+01
2.85879e+03 -1.38141906e+01
2.86985e+03 -1.37533035e+01
2.88090e+03 -1.36928968e+01
2.89196e+03 -1.36329649e+01
2.90302e+03 -1.35735023e+01
2.91407e+03 -1.35145035e+01
2.92513e+03 -1.34559631e+01
2.93618e+03 -1.33978760e+01
2.94724e+03 -1.33402369e+01
2.95829e+03 -1.32830408e+01
2.96935e+03 -1.32262825e+01
2.98040e+03 -1.31699573e+01
2.99146e+03 -1.31140600e+01
3.00251e+03 -1.30585861e+01
3.01357e+03 -1.30035307e+01
3.02462e+03 -1.29488891e+01
3.03568e+03 -1.28946569e+01
3.04673e+03 -1.28408294e+01
3.05779e+03 -1.27874022e+01
3.06884e+03 -1.27343709e+01
3.07990e+03 -1.26817311e+01
3.09095e+03 -1.26294787e+01
3.10201e+03 -1.25776094e+01
3.11307e+03 -1.25261190e+01
3.12412e+03 -1.24750035e+01
3.13518e+03 -1.24242588e+01
3.14623e+03 -1.23738810e+01
3.15729e+03 -1.23238661e+01
3.16834e+03 -1.22742104e+01
3.17940e+03 -1.22249100e+01
3.19045e+03 -1.21759611e+01
3.20151e+03 -1.21273600e+01
3.21256e+03 -1.20791032e+01
3.22362e+03 -1.20311870e+01
3.23467e+03 -1.19836078e+01
3.24573e+03 -1.19363623e+01
3.25678e+03 -1.18894468e+01
3.26784e+03 -1.18428581e+01
3.27889e+03 -1.17965928e+01
3.28995e+03 -1.17506475e+01
3.30101e+03 -1.17050191e+01
3.31206e+03 -1.16597042e+01
3.32312e+03 -1.16146997e+01
3.33417e+03 -1.15700026e+01
3.34523e+03 -1.15256096e+01
3.35628e+03 -1.14815178e+01
3.36734e+03 -1.14377241e+01
3.37839e+03 -1.13942256e+01
3.38945e+03 -1.13510194e+01
3.40050e+03 -1.13081025e+01
3.41156e+03 -1.12654721e+01
3.42261e+03 -1.12231254e+01
3.43367e+03 -1.11810596e+01
3.44472e+03 -1.11392720e+01
3.45578e+03 -1.10977599e+01
3.46683e+03 -1.10565206e+01
3.47789e+03 -1.10155514e+01
3.48894e+03 -1.09748498e+01
3.50000e+03 -1.09344132e+01
