T(K)        G13/(RT)
1.30000e+03 4.30331984e+01
1.31106e+03 4.24155164e+01
1.32211e+03 4.18084294e+01
1.33317e+03 4.12116713e+01
1.34422e+03 4.06249848e+01
1.35528e+03 4.00481212e+01
1.36633e+03 3.94808396e+01
1.37739e+03 3.89229071e+01
1.38844e+03 3.83740981e+01
1.39950e+03 3.78341944e+01
1.41055e+03 3.73029844e+01
1.42161e+03 3.67802633e+01
1.43266e+03 3.62658327e+01
1.44372e+03 3.57595000e+01
1.45477e+03 3.52610788e+01
1.46583e+03 3.47703883e+01
1.47688e+03 3.42872530e+01
1.48794e+03 3.38115028e+01
1.49899e+03 3.33429727e+01
1.51005e+03 3.28815022e+01
1.52111e+03 3.24269360e+01
1.53216e+03 3.19791228e+01
1.54322e+03 3.15379161e+01
1.55427e+03 3.11031734e+01
1.56533e+03 3.06747561e+01
1.57638e+03 3.02525298e+01
1.58744e+03 2.98363636e+01
1.59849e+03 2.94261305e+01
1.60955e+03 2.90217068e+01
1.62060e+03 2.86229723e+01
1.63166e+03 2.82298101e+01
1.64271e+03 2.78421063e+01
1.65377e+03 2.74597503e+01
1.66482e+03 2.70826343e+01
1.67588e+03 2.67106534e+01
1.68693e+03 2.63437055e+01
1.69799e+03 2.59816910e+01
1.70905e+03 2.56245132e+01
1.72010e+03 2.52720776e+01
1.73116e+03 2.49242924e+01
1.74221e+03 2.45810679e+01
1.75327e+03 2.42423169e+01
1.76432e+03 2.39079542e+01
1.77538e+03 2.35778968e+01
1.78643e+03 2.32520639e+01
1.79749e+03 2.29303764e+01
1.80854e+03 2.26127575e+01
1.81960e+03 2.22991321e+01
1.83065e+03 2.19894269e+01
1.84171e+03 2.16835705e+01
1.85276e+03 2.13814929e+01
1.86382e+03 2.10831263e+01
1.87487e+03 2.07884039e+01
1.88593e+03 2.04972611e+01
1.89698e+03 2.02096342e+01
1.90804e+03 1.99254615e+01
1.91910e+03 1.96446825e+01
1.93015e+03 1.93672380e+01
1.94121e+03 1.90930703e+01
1.95226e+03 1.88221231e+01
1.96332e+03 1.85543411e+01
1.97437e+03 1.82896705e+01
1.98543e+03 1.80280587e+01
1.99648e+03 1.77694540e+01
2.00754e+03 1.75138062e+01
2.01859e+03 1.72610660e+01
2.02965e+03 1.70111852e+01
2.04070e+03 1.67641167e+01
2.05176e+03 1.65198143e+01
2.06281e+03 1.62782331e+01
2.07387e+03 1.60393287e+01
2.08492e+03 1.58030582e+01
2.09598e+03 1.55693791e+01
2.10704e+03 1.53382501e+01
2.11809e+03 1.51096307e+01
2.12915e+03 1.48834811e+01
2.14020e+03 1.46597627e+01
2.15126e+03 1.44384373e+01
2.16231e+03 1.42194677e+01
2.17337e+03 1.40028174e+01
2.18442e+03 1.37884506e+01
2.19548e+03 1.35763324e+01
2.20653e+03 1.33664284e+01
2.21759e+03 1.31587050e+01
2.22864e+03 1.29531292e+01
2.23970e+03 1.27496688e+01
2.25075e+03 1.25482921e+01
2.26181e+03 1.23489680e+01
2.27286e+03 1.21516662e+01
2.28392e+03 1.19563567e+01
2.29497e+03 1.17630104e+01
2.30603e+03 1.15715986e+01
2.31709e+03 1.13820931e+01
2.32814e+03 1.11944663e+01
2.33920e+03 1.10086911e+01
2.35025e+03 1.08247410e+01
2.36131e+03 1.06425900e+01
2.37236e+03 1.04622124e+01
2.38342e+03 1.02835833e+01
2.39447e+03 1.01066778e+01
2.40553e+03 9.93147194e+00
2.41658e+03 9.75794193e+00
2.42764e+03 9.58606448e+00
2.43869e+03 9.41581675e+00
2.44975e+03 9.24717627e+00
2.46080e+03 9.08012102e+00
2.47186e+03 8.91462934e+00
2.48291e+03 8.75068000e+00
2.49397e+03 8.58825210e+00
2.50503e+03 8.42732515e+00
2.51608e+03 8.26787900e+00
2.52714e+03 8.10989388e+00
2.53819e+03 7.95335034e+00
2.54925e+03 7.79822929e+00
2.56030e+03 7.64451197e+00
2.57136e+03 7.49217992e+00
2.58241e+03 7.34121503e+00
2.59347e+03 7.19159949e+00
2.60452e+03 7.04331579e+00
2.61558e+03 6.89634673e+00
2.62663e+03 6.75067538e+00
2.63769e+03 6.60628512e+00
2.64874e+03 6.46315960e+00
2.65980e+03 6.32128274e+00
2.67085e+03 6.18063873e+00
2.68191e+03 6.04121203e+00
2.69296e+03 5.90298734e+00
2.70402e+03 5.76594964e+00
2.71508e+03 5.63008413e+00
2.72613e+03 5.49537626e+00
2.73719e+03 5.36181172e+00
2.74824e+03 5.22937644e+00
2.75930e+03 5.09805656e+00
2.77035e+03 4.96783845e+00
2.78141e+03 4.83870870e+00
2.79246e+03 4.71065412e+00
2.80352e+03 4.58366171e+00
2.81457e+03 4.45771870e+00
2.82563e+03 4.33281251e+00
2.83668e+03 4.20893075e+00
2.84774e+03 4.08606124e+00
2.85879e+03 3.96419197e+00
2.86985e+03 3.84331114e+00
2.88090e+03 3.72340711e+00
2.89196e+03 3.60446844e+00
2.90302e+03 3.48648384e+00
2.91407e+03 3.36944223e+00
2.92513e+03 3.25333266e+00
2.93618e+03 3.13814436e+00
2.94724e+03 3.02386674e+00
2.95829e+03 2.91048935e+00
2.96935e+03 2.79800189e+00
2.98040e+03 2.68639424e+00
2.99146e+03 2.57565642e+00
3.00251e+03 2.46577857e+00
3.01357e+03 2.35675103e+00
3.02462e+03 2.24856423e+00
3.03568e+03 2.14120878e+00
3.04673e+03 2.03467540e+00
3.05779e+03 1.92895496e+00
3.06884e+03 1.82403845e+00
3.07990e+03 1.71991701e+00
3.09095e+03 1.61658189e+00
3.10201e+03 1.51402447e+00
3.11307e+03 1.41223625e+00
3.12412e+03 1.31120888e+00
3.13518e+03 1.21093408e+00
3.14623e+03 1.11140372e+00
3.15729e+03 1.01260977e+00
3.16834e+03 9.14544337e-01
3.17940e+03 8.17199607e-01
3.19045e+03 7.20567894e-01
3.20151e+03 6.24641612e-01
3.21256e+03 5.29413284e-01
3.22362e+03 4.34875534e-01
3.23467e+03 3.41021088e-01
3.24573e+03 2.47842772e-01
3.25678e+03 1.55333510e-01
3.26784e+03 6.34863227e-02
3.27889e+03 -2.77056752e-02
3.28995e+03 -1.18249275e-01
3.30101e+03 -2.08151177e-01
3.31206e+03 -2.97417991e-01
3.32312e+03 -3.86056239e-01
3.33417e+03 -4.74072355e-01
3.34523e+03 -5.61472687e-01
3.35628e+03 -6.48263500e-01
3.36734e+03 -7.34450977e-01
3.37839e+03 -8.20041217e-01
3.38945e+03 -9.05040240e-01
3.40050e+03 -9.89453988e-01
3.41156e+03 -1.07328832e+00
3.42261e+03 -1.15654904e+00
3.43367e+03 -1.23924184e+00
3.44472e+03 -1.32137237e+00
3.45578e+03 -1.40294619e+00
3.46683e+03 -1.48396881e+00
3.47789e+03 -1.56444563e+00
3.48894e+03 -1.64438203e+00
3.50000e+03 0.00000000e+00
