T(K)        G18/(RT)
1.30000e+03 1.48861094e+01
1.31106e+03 1.48820527e+01
1.32211e+03 1.48780638e+01
1.33317e+03 1.48741411e+01
1.34422e+03 1.48702829e+01
1.35528e+03 1.48664876e+01
1.36633e+03 1.48627538e+01
1.37739e+03 1.48590799e+01
1.38844e+03 1.48554645e+01
1.39950e+03 1.48519063e+01
1.41055e+03 1.48484038e+01
1.42161e+03 1.48449557e+01
1.43266e+03 1.48415609e+01
1.44372e+03 1.48382181e+01
1.45477e+03 1.48349261e+01
1.46583e+03 1.48316838e+01
1.47688e+03 1.48284900e+01
1.48794e+03 1.48253436e+01
1.49899e+03 1.48222437e+01
1.51005e+03 1.48191891e+01
1.52111e+03 1.48161790e+01
1.53216e+03 1.48132123e+01
1.54322e+03 1.48102881e+01
1.55427e+03 1.48074055e+01
1.56533e+03 1.48045636e+01
1.57638e+03 1.48017615e+01
1.58744e+03 1.47989985e+01
1.59849e+03 1.47962738e+01
1.60955e+03 1.47935864e+01
1.62060e+03 1.47909357e+01
1.63166e+03 1.47883210e+01
1.64271e+03 1.47857414e+01
1.65377e+03 1.47831963e+01
1.66482e+03 1.47806850e+01
1.67588e+03 1.47782069e+01
1.68693e+03 1.47757612e+01
1.69799e+03 1.47733474e+01
1.70905e+03 1.47709648e+01
1.72010e+03 1.47686128e+01
1.73116e+03 1.47662909e+01
1.74221e+03 1.47639984e+01
1.75327e+03 1.47617349e+01
1.76432e+03 1.47594997e+01
1.77538e+03 1.47572923e+01
1.78643e+03 1.47551123e+01
1.79749e+03 1.47529591e+01
1.80854e+03 1.47508322e+01
1.81960e+03 1.47487312e+01
1.83065e+03 1.47466555e+01
1.84171e+03 1.47446048e+01
1.85276e+03 1.47425785e+01
1.86382e+03 1.47405763e+01
1.87487e+03 1.47385976e+01
1.88593e+03 1.47366422e+01
1.89698e+03 1.47347096e+01
1.90804e+03 1.47327993e+01
1.91910e+03 1.47309111e+01
1.93015e+03 1.47290445e+01
1.94121e+03 1.47271992e+01
1.95226e+03 1.47253747e+01
1.96332e+03 1.47235709e+01
1.97437e+03 1.47217872e+01
1.98543e+03 1.47200233e+01
1.99648e+03 1.47182790e+01
2.00754e+03 1.47165540e+01
2.01859e+03 1.47148478e+01
2.02965e+03 1.47131602e+01
2.04070e+03 1.47114909e+01
2.05176e+03 1.47098395e+01
2.06281e+03 1.47082059e+01
2.07387e+03 1.47065897e+01
2.08492e+03 1.47049906e+01
2.09598e+03 1.47034084e+01
2.10704e+03 1.47018428e+01
2.11809e+03 1.47002936e+01
2.12915e+03 1.46987604e+01
2.14020e+03 1.46972431e+01
2.15126e+03 1.46957414e+01
2.16231e+03 1.46942550e+01
