T(K)        G9/(RT)
1.30000e+03 -2.58250798e+01
1.31106e+03 -2.58079737e+01
1.32211e+03 -2.57911338e+01
1.33317e+03 -2.57745521e+01
1.34422e+03 -2.57582207e+01
1.35528e+03 -2.57421321e+01
1.36633e+03 -2.57262791e+01
1.37739e+03 -2.57106548e+01
1.38844e+03 -2.56952527e+01
1.39950e+03 -2.56800662e+01
1.41055e+03 -2.56650894e+01
1.42161e+03 -2.56503164e+01
1.43266e+03 -2.56357416e+01
1.44372e+03 -2.56213595e+01
1.45477e+03 -2.56071650e+01
1.46583e+03 -2.55931530e+01
1.47688e+03 -2.55793188e+01
1.48794e+03 -2.55656576e+01
1.49899e+03 -2.55521651e+01
1.51005e+03 -2.55388369e+01
1.52111e+03 -2.55256689e+01
1.53216e+03 -2.55126571e+01
1.54322e+03 -2.54997977e+01
1.55427e+03 -2.54870869e+01
1.56533e+03 -2.54745212e+01
1.57638e+03 -2.54620970e+01
1.58744e+03 -2.54498111e+01
1.59849e+03 -2.54376603e+01
1.60955e+03 -2.54256413e+01
1.62060e+03 -2.54137513e+01
1.63166e+03 -2.54019872e+01
1.64271e+03 -2.53903463e+01
1.65377e+03 -2.53788259e+01
1.66482e+03 -2.53674233e+01
1.67588e+03 -2.53561359e+01
1.68693e+03 -2.53449614e+01
1.69799e+03 -2.53338973e+01
1.70905e+03 -2.53229412e+01
1.72010e+03 -2.53120910e+01
1.73116e+03 -2.53013444e+01
1.74221e+03 -2.52906994e+01
1.75327e+03 -2.52801540e+01
1.76432e+03 -2.52697060e+01
1.77538e+03 -2.52593537e+01
1.78643e+03 -2.52490950e+01
1.79749e+03 -2.52389283e+01
1.80854e+03 -2.52288518e+01
1.81960e+03 -2.52188637e+01
1.83065e+03 -2.52089623e+01
1.84171e+03 -2.51991462e+01
1.85276e+03 -2.51894136e+01
1.86382e+03 -2.51797631e+01
1.87487e+03 -2.51701931e+01
1.88593e+03 -2.51607023e+01
1.89698e+03 -2.51512892e+01
1.90804e+03 -2.51419525e+01
1.91910e+03 -2.51326908e+01
1.93015e+03 -2.51235028e+01
1.94121e+03 -2.51143873e+01
1.95226e+03 -2.51053431e+01
1.96332e+03 -2.50963688e+01
1.97437e+03 -2.50874634e+01
1.98543e+03 -2.50786258e+01
1.99648e+03 -2.50698548e+01
2.00754e+03 -2.50611492e+01
2.01859e+03 -2.50525082e+01
2.02965e+03 -2.50439306e+01
2.04070e+03 -2.50354155e+01
2.05176e+03 -2.50269618e+01
2.06281e+03 -2.50185686e+01
2.07387e+03 -2.50102349e+01
2.08492e+03 -2.50019599e+01
2.09598e+03 -2.49937427e+01
2.10704e+03 -2.49855823e+01
2.11809e+03 -2.49774780e+01
2.12915e+03 -2.49694289e+01
2.14020e+03 -2.49614341e+01
2.15126e+03 -2.49534929e+01
2.16231e+03 -2.49456046e+01
2.17337e+03 -2.49377682e+01
2.18442e+03 -2.49299832e+01
2.19548e+03 -2.49222488e+01
2.20653e+03 -2.49145642e+01
2.21759e+03 -2.49069287e+01
2.22864e+03 -2.48993417e+01
2.23970e+03 -2.48918026e+01
2.25075e+03 -2.48843106e+01
2.26181e+03 -2.48768650e+01
2.27286e+03 -2.48694654e+01
2.28392e+03 -2.48621110e+01
2.29497e+03 -2.48548013e+01
2.30603e+03 -2.48475356e+01
2.31709e+03 -2.48403135e+01
2.32814e+03 -2.48331342e+01
2.33920e+03 -2.48259973e+01
2.35025e+03 -2.48189022e+01
2.36131e+03 -2.48118484e+01
2.37236e+03 -2.48048353e+01
2.38342e+03 -2.47978625e+01
2.39447e+03 -2.47909293e+01
2.40553e+03 -2.47840354e+01
2.41658e+03 -2.47771803e+01
2.42764e+03 -2.47703633e+01
2.43869e+03 -2.47635842e+01
2.44975e+03 -2.47568424e+01
2.46080e+03 -2.47501375e+01
2.47186e+03 -2.47434690e+01
2.48291e+03 -2.47368364e+01
2.49397e+03 -2.47302395e+01
2.50503e+03 -2.47236971e+01
2.51608e+03 -2.47171697e+01
2.52714e+03 -2.47106766e+01
2.53819e+03 -2.47042174e+01
2.54925e+03 -2.46977917e+01
2.56030e+03 -2.46913992e+01
2.57136e+03 -2.46850394e+01
2.58241e+03 -2.46787119e+01
2.59347e+03 -2.46724165e+01
2.60452e+03 -2.46661528e+01
2.61558e+03 -2.46599203e+01
2.62663e+03 -2.46537188e+01
2.63769e+03 -2.46475478e+01
2.64874e+03 -2.46414072e+01
2.65980e+03 -2.46352965e+01
2.67085e+03 -2.46292154e+01
2.68191e+03 -2.46231636e+01
2.69296e+03 -2.46171408e+01
2.70402e+03 -2.46111466e+01
2.71508e+03 -2.46051807e+01
2.72613e+03 -2.45992429e+01
2.73719e+03 -2.45933329e+01
2.74824e+03 -2.45874503e+01
2.75930e+03 -2.45815948e+01
2.77035e+03 -2.45757662e+01
2.78141e+03 -2.45699642e+01
2.79246e+03 -2.45641885e+01
2.80352e+03 -2.45584389e+01
2.81457e+03 -2.45527150e+01
2.82563e+03 -2.45470166e+01
2.83668e+03 -2.45413434e+01
2.84774e+03 -2.45356952e+01
2.85879e+03 -2.45300717e+01
2.86985e+03 -2.45244727e+01
2.88090e+03 -2.45188979e+01
2.89196e+03 -2.45133470e+01
2.90302e+03 -2.45078199e+01
2.91407e+03 -2.45023163e+01
2.92513e+03 -2.44968359e+01
2.93618e+03 -2.44913785e+01
2.94724e+03 -2.44859439e+01
2.95829e+03 -2.44805318e+01
2.96935e+03 -2.44751421e+01
2.98040e+03 -2.44697745e+01
2.99146e+03 -2.44644288e+01
3.00251e+03 -2.44591048e+01
3.01357e+03 -2.44538022e+01
3.02462e+03 -2.44485209e+01
3.03568e+03 -2.44432606e+01
3.04673e+03 -2.44380212e+01
3.05779e+03 -2.44328024e+01
3.06884e+03 -2.44276040e+01
3.07990e+03 -2.44224259e+01
3.09095e+03 -2.44172678e+01
3.10201e+03 -2.44121296e+01
3.11307e+03 -2.44070111e+01
3.12412e+03 -2.44019120e+01
3.13518e+03 -2.43968322e+01
3.14623e+03 -2.43917715e+01
3.15729e+03 -2.43867297e+01
3.16834e+03 -2.43817067e+01
3.17940e+03 -2.43767022e+01
3.19045e+03 -2.43717161e+01
3.20151e+03 -2.43667483e+01
3.21256e+03 -2.43617985e+01
3.22362e+03 -2.43568665e+01
