T(K)        G12/(RT)
1.30000e+03 3.93997591e+01
1.31106e+03 3.88705079e+01
1.32211e+03 3.83503464e+01
1.33317e+03 3.78390464e+01
1.34422e+03 3.73363872e+01
1.35528e+03 3.68421552e+01
1.36633e+03 3.63561441e+01
1.37739e+03 3.58781538e+01
1.38844e+03 3.54079911e+01
1.39950e+03 3.49454684e+01
1.41055e+03 3.44904045e+01
1.42161e+03 3.40426236e+01
1.43266e+03 3.36019553e+01
1.44372e+03 3.31682347e+01
1.45477e+03 3.27413017e+01
1.46583e+03 3.23210012e+01
1.47688e+03 3.19071826e+01
1.48794e+03 3.14997001e+01
1.49899e+03 3.10984119e+01
1.51005e+03 3.07031806e+01
1.52111e+03 3.03138726e+01
1.53216e+03 2.99303584e+01
1.54322e+03 2.95525122e+01
1.55427e+03 2.91802116e+01
1.56533e+03 2.88133379e+01
1.57638e+03 2.84517757e+01
1.58744e+03 2.80954127e+01
1.59849e+03 2.77441398e+01
1.60955e+03 2.73978510e+01
1.62060e+03 2.70564432e+01
1.63166e+03 2.67198159e+01
1.64271e+03 2.63878716e+01
1.65377e+03 2.60605152e+01
1.66482e+03 2.57376544e+01
1.67588e+03 2.54191990e+01
1.68693e+03 2.51050614e+01
1.69799e+03 2.47951563e+01
1.70905e+03 2.44894006e+01
1.72010e+03 2.41877133e+01
1.73116e+03 2.38900155e+01
1.74221e+03 2.35962304e+01
1.75327e+03 2.33062830e+01
1.76432e+03 2.30201002e+01
1.77538e+03 2.27376110e+01
1.78643e+03 2.24587457e+01
1.79749e+03 2.21834368e+01
1.80854e+03 2.19116182e+01
1.81960e+03 2.16432254e+01
1.83065e+03 2.13781957e+01
1.84171e+03 2.11164675e+01
1.85276e+03 2.08579811e+01
1.86382e+03 2.06026781e+01
1.87487e+03 2.03505013e+01
1.88593e+03 2.01013951e+01
1.89698e+03 1.98553050e+01
1.90804e+03 1.96121779e+01
1.91910e+03 1.93719620e+01
1.93015e+03 1.91346065e+01
1.94121e+03 1.89000618e+01
1.95226e+03 1.86682797e+01
1.96332e+03 1.84392126e+01
1.97437e+03 1.82128145e+01
1.98543e+03 1.79890400e+01
1.99648e+03 1.77678450e+01
2.00754e+03 1.75491863e+01
2.01859e+03 1.73330216e+01
2.02965e+03 1.71193095e+01
2.04070e+03 1.69080097e+01
2.05176e+03 1.66990824e+01
2.06281e+03 1.64924892e+01
2.07387e+03 1.62881919e+01
2.08492e+03 1.60861537e+01
2.09598e+03 1.58863382e+01
2.10704e+03 1.56887099e+01
2.11809e+03 1.54932340e+01
2.12915e+03 1.52998764e+01
2.14020e+03 1.51086040e+01
2.15126e+03 1.49193839e+01
2.16231e+03 1.47321843e+01
2.17337e+03 1.45469738e+01
2.18442e+03 1.43637218e+01
2.19548e+03 1.41823981e+01
2.20653e+03 1.40029556e+01
2.21759e+03 1.38254019e+01
2.22864e+03 1.36496901e+01
2.23970e+03 1.34757924e+01
2.25075e+03 1.33036817e+01
2.26181e+03 1.31333313e+01
2.27286e+03 1.29647151e+01
2.28392e+03 1.27978075e+01
2.29497e+03 1.26325833e+01
2.30603e+03 1.24690179e+01
2.31709e+03 1.23070871e+01
2.32814e+03 1.21467674e+01
2.33920e+03 1.19880353e+01
2.35025e+03 1.18308682e+01
2.36131e+03 1.16752436e+01
2.37236e+03 1.15211397e+01
2.38342e+03 1.13685348e+01
2.39447e+03 1.12174078e+01
2.40553e+03 1.10677380e+01
2.41658e+03 1.09195050e+01
2.42764e+03 1.07726889e+01
2.43869e+03 1.06272700e+01
2.44975e+03 1.04832289e+01
2.46080e+03 1.03405470e+01
2.47186e+03 1.01992054e+01
2.48291e+03 1.00591861e+01
2.49397e+03 9.92047101e+00
2.50503e+03 9.78304264e+00
2.51608e+03 9.64688366e+00
2.52714e+03 9.51197710e+00
2.53819e+03 9.37830628e+00
2.54925e+03 9.24585480e+00
2.56030e+03 9.11460655e+00
2.57136e+03 8.98454571e+00
2.58241e+03 8.85565673e+00
2.59347e+03 8.72792431e+00
2.60452e+03 8.60133344e+00
2.61558e+03 8.47586934e+00
2.62663e+03 8.35151749e+00
2.63769e+03 8.22826362e+00
2.64874e+03 8.10609370e+00
2.65980e+03 7.98499393e+00
2.67085e+03 7.86495073e+00
2.68191e+03 7.74595077e+00
2.69296e+03 7.62798091e+00
2.70402e+03 7.51102827e+00
2.71508e+03 7.39508013e+00
2.72613e+03 7.28012402e+00
2.73719e+03 7.16614765e+00
2.74824e+03 7.05313892e+00
2.75930e+03 6.94108597e+00
2.77035e+03 6.82997707e+00
2.78141e+03 6.71980072e+00
2.79246e+03 6.61054560e+00
2.80352e+03 6.50220055e+00
2.81457e+03 6.39475460e+00
2.82563e+03 6.28819696e+00
2.83668e+03 6.18251698e+00
2.84774e+03 6.07770421e+00
2.85879e+03 5.97374835e+00
2.86985e+03 5.87063925e+00
2.88090e+03 5.76836693e+00
2.89196e+03 5.66692156e+00
2.90302e+03 5.56629346e+00
2.91407e+03 5.46647309e+00
2.92513e+03 5.36745107e+00
2.93618e+03 5.26921816e+00
2.94724e+03 5.17176523e+00
2.95829e+03 5.07508334e+00
2.96935e+03 4.97916363e+00
2.98040e+03 4.88399742e+00
2.99146e+03 4.78957612e+00
3.00251e+03 4.69589129e+00
3.01357e+03 4.60293460e+00
3.02462e+03 4.51069787e+00
3.03568e+03 4.41917300e+00
3.04673e+03 4.32835203e+00
3.05779e+03 4.23822713e+00
3.06884e+03 4.14879055e+00
3.07990e+03 4.06003468e+00
3.09095e+03 3.97195201e+00
3.10201e+03 3.88453513e+00
3.11307e+03 3.79777674e+00
3.12412e+03 3.71166965e+00
3.13518e+03 3.62620678e+00
3.14623e+03 3.54138112e+00
3.15729e+03 3.45718578e+00
3.16834e+03 3.37361397e+00
3.17940e+03 3.29065898e+00
3.19045e+03 3.20831422e+00
3.20151e+03 3.12657315e+00
3.21256e+03 3.04542935e+00
3.22362e+03 2.96487649e+00
3.23467e+03 2.88490831e+00
3.24573e+03 2.80551865e+00
3.25678e+03 2.72670143e+00
3.26784e+03 2.64845064e+00
3.27889e+03 2.57076038e+00
3.28995e+03 2.49362479e+00
3.30101e+03 2.41703813e+00
3.31206e+03 2.34099471e+00
3.32312e+03 2.26548893e+00
3.33417e+03 2.19051524e+00
3.34523e+03 2.11606821e+00
3.35628e+03 2.04214243e+00
3.36734e+03 1.96873259e+00
3.37839e+03 1.89583346e+00
3.38945e+03 1.82343984e+00
3.40050e+03 1.75154664e+00
3.41156e+03 1.68014881e+00
3.42261e+03 1.60924138e+00
3.43367e+03 1.53881942e+00
3.44472e+03 1.46887809e+00
3.45578e+03 1.39941261e+00
3.46683e+03 1.33041825e+00
3.47789e+03 1.26189033e+00
3.48894e+03 1.19382427e+00
3.50000e+03 1.12621549e+00
