T(K)        G4/(RT)
1.30000e+03 -2.98480563e+01
1.31106e+03 -2.95144113e+01
1.32211e+03 -2.91863460e+01
1.33317e+03 -2.88637217e+01
1.34422e+03 -2.85464041e+01
1.35528e+03 -2.82342634e+01
1.36633e+03 -2.79271739e+01
1.37739e+03 -2.76250139e+01
1.38844e+03 -2.73276657e+01
1.39950e+03 -2.70350154e+01
1.41055e+03 -2.67469523e+01
1.42161e+03 -2.64633696e+01
1.43266e+03 -2.61841634e+01
1.44372e+03 -2.59092333e+01
1.45477e+03 -2.56384817e+01
1.46583e+03 -2.53718141e+01
1.47688e+03 -2.51091389e+01
1.48794e+03 -2.48503669e+01
1.49899e+03 -2.45954120e+01
1.51005e+03 -2.43441901e+01
1.52111e+03 -2.40966199e+01
1.53216e+03 -2.38526225e+01
1.54322e+03 -2.36121209e+01
1.55427e+03 -2.33750406e+01
1.56533e+03 -2.31413091e+01
1.57638e+03 -2.29108560e+01
1.58744e+03 -2.26836127e+01
1.59849e+03 -2.24595127e+01
1.60955e+03 -2.22384912e+01
1.62060e+03 -2.20204852e+01
1.63166e+03 -2.18054333e+01
1.64271e+03 -2.15932760e+01
1.65377e+03 -2.13839552e+01
1.66482e+03 -2.11774144e+01
1.67588e+03 -2.09735986e+01
1.68693e+03 -2.07724542e+01
1.69799e+03 -2.05739290e+01
1.70905e+03 -2.03779722e+01
1.72010e+03 -2.01845342e+01
1.73116e+03 -1.99935669e+01
1.74221e+03 -1.98050232e+01
1.75327e+03 -1.96188572e+01
1.76432e+03 -1.94350242e+01
1.77538e+03 -1.92534807e+01
1.78643e+03 -1.90741842e+01
1.79749e+03 -1.88970931e+01
1.80854e+03 -1.87221671e+01
1.81960e+03 -1.85493667e+01
1.83065e+03 -1.83786534e+01
1.84171e+03 -1.82099895e+01
1.85276e+03 -1.80433384e+01
1.86382e+03 -1.78786644e+01
1.87487e+03 -1.77159323e+01
1.88593e+03 -1.75551081e+01
1.89698e+03 -1.73961585e+01
1.90804e+03 -1.72390507e+01
1.91910e+03 -1.70837531e+01
1.93015e+03 -1.69302344e+01
1.94121e+03 -1.67784643e+01
1.95226e+03 -1.66284131e+01
1.96332e+03 -1.64800518e+01
1.97437e+03 -1.63333519e+01
1.98543e+03 -1.61882857e+01
1.99648e+03 -1.60448262e+01
2.00754e+03 -1.59029466e+01
2.01859e+03 -1.57626211e+01
2.02965e+03 -1.56238243e+01
2.04070e+03 -1.54865313e+01
2.05176e+03 -1.53507179e+01
2.06281e+03 -1.52163601e+01
2.07387e+03 -1.50834349e+01
2.08492e+03 -1.49519193e+01
2.09598e+03 -1.48217910e+01
2.10704e+03 -1.46930283e+01
