T(K)        G19/(RT)
1.30000e+03 3.36434851e+01
1.31106e+03 3.35412969e+01
1.32211e+03 3.34407257e+01
1.33317e+03 3.33417309e+01
1.34422e+03 3.32442734e+01
1.35528e+03 3.31483153e+01
1.36633e+03 3.30538203e+01
1.37739e+03 3.29607528e+01
1.38844e+03 3.28690788e+01
1.39950e+03 3.27787652e+01
1.41055e+03 3.26897801e+01
1.42161e+03 3.26020924e+01
1.43266e+03 3.25156721e+01
1.44372e+03 3.24304903e+01
1.45477e+03 3.23465187e+01
1.46583e+03 3.22637302e+01
1.47688e+03 3.21820982e+01
1.48794e+03 3.21015973e+01
1.49899e+03 3.20222024e+01
1.51005e+03 3.19438895e+01
1.52111e+03 3.18666352e+01
1.53216e+03 3.17904169e+01
1.54322e+03 3.17152124e+01
1.55427e+03 3.16410003e+01
1.56533e+03 3.15677599e+01
1.57638e+03 3.14954710e+01
1.58744e+03 3.14241140e+01
1.59849e+03 3.13536697e+01
1.60955e+03 3.12841197e+01
1.62060e+03 3.12154459e+01
1.63166e+03 3.11476307e+01
1.64271e+03 3.10806573e+01
1.65377e+03 3.10145088e+01
1.66482e+03 3.09491693e+01
1.67588e+03 3.08846230e+01
1.68693e+03 3.08208546e+01
1.69799e+03 3.07578492e+01
1.70905e+03 3.06955923e+01
1.72010e+03 3.06340697e+01
1.73116e+03 3.05732678e+01
1.74221e+03 3.05131730e+01
1.75327e+03 3.04537724e+01
1.76432e+03 3.03950531e+01
1.77538e+03 3.03370028e+01
1.78643e+03 3.02796093e+01
1.79749e+03 3.02228609e+01
1.80854e+03 3.01667459e+01
1.81960e+03 3.01112532e+01
1.83065e+03 3.00563718e+01
1.84171e+03 3.00020909e+01
1.85276e+03 2.99484001e+01
1.86382e+03 2.98952893e+01
1.87487e+03 2.98427484e+01
1.88593e+03 2.97907677e+01
1.89698e+03 2.97393377e+01
1.90804e+03 2.96884492e+01
1.91910e+03 2.96380930e+01
1.93015e+03 2.95882603e+01
1.94121e+03 2.95389424e+01
1.95226e+03 2.94901309e+01
1.96332e+03 2.94418175e+01
1.97437e+03 2.93939941e+01
1.98543e+03 2.93466527e+01
1.99648e+03 2.92997857e+01
2.00754e+03 2.92533855e+01
2.01859e+03 2.92074446e+01
2.02965e+03 2.91619558e+01
