T(K)        G16/(RT)
1.30000e+03 1.22369231e+01
1.31106e+03 1.22535608e+01
1.32211e+03 1.22699202e+01
1.33317e+03 1.22860083e+01
1.34422e+03 1.23018318e+01
1.35528e+03 1.23173971e+01
1.36633e+03 1.23327106e+01
1.37739e+03 1.23477782e+01
1.38844e+03 1.23626059e+01
1.39950e+03 1.23771993e+01
1.41055e+03 1.23915639e+01
1.42161e+03 1.24057052e+01
1.43266e+03 1.24196282e+01
1.44372e+03 1.24333380e+01
1.45477e+03 1.24468394e+01
1.46583e+03 1.24601371e+01
1.47688e+03 1.24732358e+01
1.48794e+03 1.24861398e+01
1.49899e+03 1.24988535e+01
1.51005e+03 1.25113810e+01
1.52111e+03 1.25237265e+01
1.53216e+03 1.25358937e+01
1.54322e+03 1.25478867e+01
1.55427e+03 1.25597090e+01
1.56533e+03 1.25713644e+01
1.57638e+03 1.25828562e+01
1.58744e+03 1.25941880e+01
1.59849e+03 1.26053631e+01
1.60955e+03 1.26163846e+01
1.62060e+03 1.26272558e+01
1.63166e+03 1.26379797e+01
1.64271e+03 1.26485592e+01
1.65377e+03 1.26589973e+01
1.66482e+03 1.26692967e+01
1.67588e+03 1.26794603e+01
1.68693e+03 1.26894906e+01
1.69799e+03 1.26993904e+01
1.70905e+03 1.27091620e+01
1.72010e+03 1.27188081e+01
1.73116e+03 1.27283309e+01
1.74221e+03 1.27377329e+01
1.75327e+03 1.27470163e+01
1.76432e+03 1.27561834e+01
1.77538e+03 1.27652363e+01
1.78643e+03 1.27741772e+01
1.79749e+03 1.27830081e+01
1.80854e+03 1.27917310e+01
1.81960e+03 1.28003480e+01
1.83065e+03 1.28088608e+01
1.84171e+03 1.28172715e+01
1.85276e+03 1.28255818e+01
1.86382e+03 1.28337935e+01
1.87487e+03 1.28419083e+01
1.88593e+03 1.28499281e+01
1.89698e+03 1.28578543e+01
1.90804e+03 1.28656887e+01
1.91910e+03 1.28734328e+01
1.93015e+03 1.28810883e+01
1.94121e+03 1.28886565e+01
1.95226e+03 1.28961390e+01
1.96332e+03 1.29035372e+01
1.97437e+03 1.29108526e+01
1.98543e+03 1.29180866e+01
1.99648e+03 1.29252404e+01
2.00754e+03 1.29323154e+01
2.01859e+03 1.29393129e+01
2.02965e+03 1.29462342e+01
2.04070e+03 1.29530805e+01
2.05176e+03 1.29598530e+01
2.06281e+03 1.29665530e+01
2.07387e+03 1.29731815e+01
