T(K)        G10/(RT)
1.30000e+03 -1.62625546e+01
1.31106e+03 -1.60679077e+01
1.32211e+03 -1.58764786e+01
1.33317e+03 -1.56881880e+01
1.34422e+03 -1.55029592e+01
1.35528e+03 -1.53207182e+01
1.36633e+03 -1.51413930e+01
1.37739e+03 -1.49649143e+01
1.38844e+03 -1.47912148e+01
1.39950e+03 -1.46202292e+01
1.41055e+03 -1.44518944e+01
1.42161e+03 -1.42861493e+01
1.43266e+03 -1.41229344e+01
1.44372e+03 -1.39621923e+01
1.45477e+03 -1.38038672e+01
1.46583e+03 -1.36479049e+01
1.47688e+03 -1.34942530e+01
1.48794e+03 -1.33428604e+01
1.49899e+03 -1.31936777e+01
1.51005e+03 -1.30466569e+01
1.52111e+03 -1.29017512e+01
1.53216e+03 -1.27589154e+01
1.54322e+03 -1.26181054e+01
1.55427e+03 -1.24792784e+01
1.56533e+03 -1.23423928e+01
1.57638e+03 -1.22074082e+01
1.58744e+03 -1.20742853e+01
1.59849e+03 -1.19429857e+01
1.60955e+03 -1.18134723e+01
1.62060e+03 -1.16857089e+01
1.63166e+03 -1.15596602e+01
1.64271e+03 -1.14352919e+01
1.65377e+03 -1.13125706e+01
1.66482e+03 -1.11914638e+01
1.67588e+03 -1.10719399e+01
1.68693e+03 -1.09539680e+01
1.69799e+03 -1.08375180e+01
1.70905e+03 -1.07225738e+01
1.72010e+03 -1.06090792e+01
1.73116e+03 -1.04970210e+01
1.74221e+03 -1.03863721e+01
1.75327e+03 -1.02771061e+01
1.76432e+03 -1.01691973e+01
1.77538e+03 -1.00626204e+01
1.78643e+03 -9.95735114e+00
1.79749e+03 -9.85336549e+00
1.80854e+03 -9.75064017e+00
1.81960e+03 -9.64915241e+00
1.83065e+03 -9.54888000e+00
1.84171e+03 -9.44980124e+00
1.85276e+03 -9.35189496e+00
1.86382e+03 -9.25514047e+00
1.87487e+03 -9.15951759e+00
1.88593e+03 -9.06500657e+00
1.89698e+03 -8.97158815e+00
1.90804e+03 -8.87924349e+00
1.91910e+03 -8.78795419e+00
1.93015e+03 -8.69770227e+00
1.94121e+03 -8.60847014e+00
1.95226e+03 -8.52024061e+00
1.96332e+03 -8.43299689e+00
1.97437e+03 -8.34672254e+00
