T(K)        G5/(RT)
1.30000e+03 -5.70743367e+00
1.31106e+03 -5.60507042e+00
1.32211e+03 -5.50449187e+00
1.33317e+03 -5.40565236e+00
1.34422e+03 -5.30850776e+00
1.35528e+03 -5.21301542e+00
1.36633e+03 -5.11913407e+00
1.37739e+03 -5.02682383e+00
1.38844e+03 -4.93604608e+00
1.39950e+03 -4.84676344e+00
1.41055e+03 -4.75893976e+00
1.42161e+03 -4.67254001e+00
1.43266e+03 -4.58753027e+00
1.44372e+03 -4.50387767e+00
1.45477e+03 -4.42155038e+00
1.46583e+03 -4.34051754e+00
1.47688e+03 -4.26074922e+00
1.48794e+03 -4.18221642e+00
1.49899e+03 -4.10489100e+00
1.51005e+03 -4.02874567e+00
1.52111e+03 -3.95375395e+00
1.53216e+03 -3.87989014e+00
1.54322e+03 -3.80712929e+00
1.55427e+03 -3.73544718e+00
1.56533e+03 -3.66482029e+00
1.57638e+03 -3.59522578e+00
1.58744e+03 -3.52664144e+00
1.59849e+03 -3.45904573e+00
1.60955e+03 -3.39241767e+00
1.62060e+03 -3.32673690e+00
1.63166e+03 -3.26198362e+00
1.64271e+03 -3.19813857e+00
1.65377e+03 -3.13518301e+00
1.66482e+03 -3.07309874e+00
1.67588e+03 -3.01186802e+00
1.68693e+03 -2.95147361e+00
1.69799e+03 -2.89189872e+00
1.70905e+03 -2.83311393e+00
1.72010e+03 -2.77513083e+00
1.73116e+03 -2.71791944e+00
1.74221e+03 -2.66146462e+00
1.75327e+03 -2.60575163e+00
1.76432e+03 -2.55076609e+00
1.77538e+03 -2.49649401e+00
1.78643e+03 -2.44292175e+00
1.79749e+03 -2.39003599e+00
1.80854e+03 -2.33782379e+00
1.81960e+03 -2.28627249e+00
1.83065e+03 -2.23536976e+00
1.84171e+03 -2.18510359e+00
1.85276e+03 -2.13546223e+00
1.86382e+03 -2.08643424e+00
1.87487e+03 -2.03800845e+00
1.88593e+03 -1.99017397e+00
1.89698e+03 -1.94292015e+00
1.90804e+03 -1.89623660e+00
1.91910e+03 -1.85011319e+00
1.93015e+03 -1.80454001e+00
1.94121e+03 -1.75950738e+00
1.95226e+03 -1.71500586e+00
1.96332e+03 -1.67102622e+00
1.97437e+03 -1.62755944e+00
1.98543e+03 -1.58459671e+00
1.99648e+03 -1.54212941e+00
2.00754e+03 -1.50014913e+00
2.01859e+03 -1.45864764e+00
2.02965e+03 -1.41761689e+00
2.04070e+03 -1.37704902e+00
2.05176e+03 -1.33693633e+00
2.06281e+03 -1.29727130e+00
2.07387e+03 -1.25804656e+00
2.08492e+03 -1.21925492e+00
2.09598e+03 -1.18088932e+00
2.10704e+03 -1.14294289e+00
2.11809e+03 -1.10540886e+00
2.12915e+03 -1.06828065e+00
2.14020e+03 -1.03155177e+00
2.15126e+03 -9.95215916e-01
2.16231e+03 -9.59266879e-01
2.17337e+03 -9.23698597e-01
2.18442e+03 -8.88505129e-01
2.19548e+03 -8.53680657e-01
2.20653e+03 -8.19219482e-01
2.21759e+03 -7.85116021e-01
2.22864e+03 -7.51364805e-01
2.23970e+03 -7.17960475e-01
2.25075e+03 -6.84897780e-01
2.26181e+03 -6.52171572e-01
2.27286e+03 -6.19776809e-01
2.28392e+03 -5.87708547e-01
2.29497e+03 -5.55961938e-01
2.30603e+03 -5.24532231e-01
2.31709e+03 -4.93414767e-01
2.32814e+03 -4.62604977e-01
2.33920e+03 -4.32098382e-01
2.35025e+03 -4.01890587e-01
2.36131e+03 -3.71977283e-01
2.37236e+03 -3.42354242e-01
2.38342e+03 -3.13017316e-01
2.39447e+03 -2.83962435e-01
2.40553e+03 -2.55185608e-01
2.41658e+03 -2.26682915e-01
2.42764e+03 -1.98450512e-01
2.43869e+03 -1.70484624e-01
2.44975e+03 -1.42781547e-01
2.46080e+03 -1.15337646e-01
2.47186e+03 -8.81493492e-02
2.48291e+03 -6.12131528e-02
2.49397e+03 -3.45256150e-02
2.50503e+03 -8.08335673e-03
2.51608e+03 1.81169407e-02
2.52714e+03 4.40785367e-02
2.53819e+03 6.98046323e-02
2.54925e+03 9.52983721e-02
2.56030e+03 1.20562845e-01
2.57136e+03 1.45601086e-01
2.58241e+03 1.70416077e-01
2.59347e+03 1.95010747e-01
2.60452e+03 2.19387975e-01
2.61558e+03 2.43550590e-01
2.62663e+03 2.67501373e-01
