T(K)        G15/(RT)
1.30000e+03 1.25000760e+01
1.31106e+03 1.25000760e+01
1.32211e+03 1.25000760e+01
1.33317e+03 1.25000760e+01
1.34422e+03 1.25000760e+01
1.35528e+03 1.25000760e+01
1.36633e+03 1.25000760e+01
1.37739e+03 1.25000760e+01
1.38844e+03 1.25000760e+01
1.39950e+03 1.25000760e+01
1.41055e+03 1.25000760e+01
1.42161e+03 1.25000760e+01
1.43266e+03 1.25000760e+01
1.44372e+03 1.25000760e+01
1.45477e+03 1.25000760e+01
1.46583e+03 1.25000760e+01
1.47688e+03 1.25000760e+01
1.48794e+03 1.25000760e+01
1.49899e+03 1.25000760e+01
1.51005e+03 1.25000760e+01
1.52111e+03 1.25000760e+01
1.53216e+03 1.25000760e+01
1.54322e+03 1.25000760e+01
1.55427e+03 1.25000760e+01
1.56533e+03 1.25000760e+01
1.57638e+03 1.25000760e+01
1.58744e+03 1.25000760e+01
1.59849e+03 1.25000760e+01
1.60955e+03 1.25000760e+01
1.62060e+03 1.25000760e+01
1.63166e+03 1.25000760e+01
1.64271e+03 1.25000760e+01
1.65377e+03 1.25000760e+01
1.66482e+03 1.25000760e+01
1.67588e+03 1.25000760e+01
1.68693e+03 1.25000760e+01
1.69799e+03 1.25000760e+01
1.70905e+03 1.25000760e+01
1.72010e+03 1.25000760e+01
1.73116e+03 1.25000760e+01
1.74221e+03 1.25000760e+01
1.75327e+03 1.25000760e+01
1.76432e+03 1.25000760e+01
1.77538e+03 1.25000760e+01
1.78643e+03 1.25000760e+01
1.79749e+03 1.25000760e+01
1.80854e+03 1.25000760e+01
1.81960e+03 1.25000760e+01
1.83065e+03 1.25000760e+01
1.84171e+03 1.25000760e+01
1.85276e+03 1.25000760e+01
1.86382e+03 1.25000760e+01
1.87487e+03 1.25000760e+01
1.88593e+03 1.25000760e+01
1.89698e+03 1.25000760e+01
1.90804e+03 1.25000760e+01
1.91910e+03 1.25000760e+01
1.93015e+03 1.25000760e+01
1.94121e+03 1.25000760e+01
1.95226e+03 1.25000760e+01
1.96332e+03 1.25000760e+01
1.97437e+03 1.25000760e+01
1.98543e+03 1.25000760e+01
1.99648e+03 1.25000760e+01
2.00754e+03 1.25000760e+01
2.01859e+03 1.25000760e+01
2.02965e+03 1.25000760e+01
2.04070e+03 1.25000760e+01
2.05176e+03 1.25000760e+01
2.06281e+03 1.25000760e+01
2.07387e+03 1.25000760e+01
2.08492e+03 1.25000760e+01
2.09598e+03 1.25000760e+01
2.10704e+03 1.25000760e+01
2.11809e+03 1.25000760e+01
2.12915e+03 1.25000760e+01
2.14020e+03 1.25000760e+01
2.15126e+03 1.25000760e+01
2.16231e+03 1.25000760e+01
2.17337e+03 1.25000760e+01
2.18442e+03 1.25000760e+01
2.19548e+03 1.25000760e+01
2.20653e+03 1.25000760e+01
2.21759e+03 1.25000760e+01
2.22864e+03 1.25000760e+01
2.23970e+03 1.25000760e+01
2.25075e+03 1.25000760e+01
2.26181e+03 1.25000760e+01
2.27286e+03 1.25000760e+01
2.28392e+03 1.25000760e+01
2.29497e+03 1.25000760e+01
2.30603e+03 1.25000760e+01
2.31709e+03 1.25000760e+01
2.32814e+03 1.25000760e+01
2.33920e+03 1.25000760e+01
2.35025e+03 1.25000760e+01
2.36131e+03 1.25000760e+01
2.37236e+03 1.25000760e+01
2.38342e+03 1.25000760e+01
2.39447e+03 1.25000760e+01
2.40553e+03 1.25000760e+01
2.41658e+03 1.25000760e+01
2.42764e+03 1.25000760e+01
2.43869e+03 1.25000760e+01
2.44975e+03 1.25000760e+01
2.46080e+03 1.25000760e+01
2.47186e+03 1.25000760e+01
2.48291e+03 1.25000760e+01
2.49397e+03 1.25000760e+01
2.50503e+03 1.25000857e+01
2.51608e+03 1.25000856e+01
2.52714e+03 1.25000855e+01
2.53819e+03 1.25000853e+01
2.54925e+03 1.25000852e+01
2.56030e+03 1.25000851e+01
2.57136e+03 1.25000850e+01
2.58241e+03 1.25000848e+01
2.59347e+03 1.25000847e+01
2.60452e+03 1.25000846e+01
2.61558e+03 1.25000845e+01
2.62663e+03 1.25000845e+01
2.63769e+03 1.25000844e+01
2.64874e+03 1.25000844e+01
2.65980e+03 1.25000844e+01
2.67085e+03 1.25000844e+01
2.68191e+03 1.25000844e+01
2.69296e+03 1.25000845e+01
2.70402e+03 1.25000846e+01
2.71508e+03 1.25000847e+01
2.72613e+03 1.25000848e+01
2.73719e+03 1.25000850e+01
2.74824e+03 1.25000852e+01
2.75930e+03 1.25000854e+01
2.77035e+03 1.25000857e+01
2.78141e+03 1.25000860e+01
2.79246e+03 1.25000863e+01
2.80352e+03 1.25000867e+01
2.81457e+03 1.25000871e+01
2.82563e+03 1.25000875e+01
2.83668e+03 1.25000880e+01
2.84774e+03 1.25000885e+01
2.85879e+03 1.25000890e+01
2.86985e+03 1.25000896e+01
2.88090e+03 1.25000902e+01
2.89196e+03 1.25000908e+01
2.90302e+03 1.25000915e+01
2.91407e+03 1.25000922e+01
2.92513e+03 1.25000930e+01
2.93618e+03 1.25000938e+01
2.94724e+03 1.25000946e+01
2.95829e+03 1.25000955e+01
2.96935e+03 1.25000964e+01
2.98040e+03 1.25000973e+01
2.99146e+03 1.25000983e+01
3.00251e+03 1.25000993e+01
3.01357e+03 1.25001004e+01
3.02462e+03 1.25001015e+01
3.03568e+03 1.25001027e+01
3.04673e+03 1.25001039e+01
3.05779e+03 1.25001051e+01
3.06884e+03 1.25001064e+01
3.07990e+03 1.25001077e+01
3.09095e+03 1.25001091e+01
3.10201e+03 1.25001105e+01
3.11307e+03 1.25001120e+01
3.12412e+03 1.25001135e+01
3.13518e+03 1.25001150e+01
3.14623e+03 1.25001166e+01
3.15729e+03 1.25001182e+01
3.16834e+03 1.25001199e+01
3.17940e+03 1.25001216e+01
3.19045e+03 1.25001234e+01
3.20151e+03 1.25001252e+01
3.21256e+03 1.25001271e+01
3.22362e+03 1.25001290e+01
3.23467e+03 1.25001309e+01
3.24573e+03 1.25001329e+01
3.25678e+03 1.25001350e+01
3.26784e+03 1.25001370e+01
3.27889e+03 1.25001392e+01
3.28995e+03 1.25001414e+01
3.30101e+03 1.25001436e+01
3.31206e+03 1.25001459e+01
3.32312e+03 1.25001482e+01
3.33417e+03 1.25001505e+01
3.34523e+03 1.25001529e+01
3.35628e+03 1.25001554e+01
3.36734e+03 1.25001579e+01
3.37839e+03 1.25001605e+01
3.38945e+03 1.25001631e+01
3.40050e+03 1.25001657e+01
3.41156e+03 1.25001684e+01
3.42261e+03 1.25001711e+01
3.43367e+03 1.25001739e+01
3.44472e+03 1.25001767e+01
3.45578e+03 1.25001796e+01
3.46683e+03 1.25001825e+01
3.47789e+03 1.25001855e+01
3.48894e+03 1.25001885e+01
3.50000e+03 1.25001915e+01
