T(K)        G3/(RT)
1.30000e+03 4.91324181e+00
1.31106e+03 4.88388400e+00
1.32211e+03 4.85496393e+00
1.33317e+03 4.82647117e+00
1.34422e+03 4.79839559e+00
1.35528e+03 4.77072740e+00
1.36633e+03 4.74345714e+00
1.37739e+03 4.71657561e+00
1.38844e+03 4.69007392e+00
1.39950e+03 4.66394345e+00
1.41055e+03 4.63817585e+00
1.42161e+03 4.61276300e+00
1.43266e+03 4.58769706e+00
1.44372e+03 4.56297041e+00
1.45477e+03 4.53857564e+00
1.46583e+03 4.51450558e+00
1.47688e+03 4.49075325e+00
1.48794e+03 4.46731190e+00
1.49899e+03 4.44417496e+00
1.51005e+03 4.42133604e+00
1.52111e+03 4.39878893e+00
1.53216e+03 4.37652762e+00
1.54322e+03 4.35454624e+00
1.55427e+03 4.33283909e+00
1.56533e+03 4.31140065e+00
1.57638e+03 4.29022552e+00
1.58744e+03 4.26930845e+00
1.59849e+03 4.24864436e+00
1.60955e+03 4.22822828e+00
1.62060e+03 4.20805537e+00
1.63166e+03 4.18812094e+00
1.64271e+03 4.16842040e+00
1.65377e+03 4.14894930e+00
1.66482e+03 4.12970328e+00
1.67588e+03 4.11067812e+00
1.68693e+03 4.09186969e+00
1.69799e+03 4.07327396e+00
1.70905e+03 4.05488703e+00
1.72010e+03 4.03670506e+00
1.73116e+03 4.01872433e+00
1.74221e+03 4.00094121e+00
1.75327e+03 3.98335215e+00
1.76432e+03 3.96595370e+00
1.77538e+03 3.94874247e+00
1.78643e+03 3.93171518e+00
1.79749e+03 3.91486861e+00
1.80854e+03 3.89819961e+00
1.81960e+03 3.88170514e+00
1.83065e+03 3.86538219e+00
1.84171e+03 3.84922784e+00
1.85276e+03 3.83323923e+00
1.86382e+03 3.81741359e+00
1.87487e+03 3.80174818e+00
1.88593e+03 3.78624033e+00
1.89698e+03 3.77088746e+00
1.90804e+03 3.75568700e+00
1.91910e+03 3.74063648e+00
1.93015e+03 3.72573347e+00
1.94121e+03 3.71097558e+00
1.95226e+03 3.69636049e+00
1.96332e+03 3.68188592e+00
1.97437e+03 3.66754965e+00
1.98543e+03 3.65334950e+00
1.99648e+03 3.63928334e+00
2.00754e+03 3.62534908e+00
2.01859e+03 3.61154469e+00
2.02965e+03 3.59786816e+00
2.04070e+03 3.58431754e+00
2.05176e+03 3.57089091e+00
2.06281e+03 3.55758640e+00
2.07387e+03 3.54440217e+00
2.08492e+03 3.53133642e+00
2.09598e+03 3.51838740e+00
2.10704e+03 3.50555336e+00
2.11809e+03 3.49283263e+00
2.12915e+03 3.48022354e+00
2.14020e+03 3.46772448e+00
2.15126e+03 3.45533384e+00
2.16231e+03 3.44305006e+00
2.17337e+03 3.43087163e+00
2.18442e+03 3.41879703e+00
2.19548e+03 3.40682480e+00
2.20653e+03 3.39495349e+00
2.21759e+03 3.38318169e+00
2.22864e+03 3.37150801e+00
2.23970e+03 3.35993110e+00
2.25075e+03 3.34844961e+00
2.26181e+03 3.33706224e+00
2.27286e+03 3.32576770e+00
2.28392e+03 3.31456473e+00
2.29497e+03 3.30345209e+00
2.30603e+03 3.29242857e+00
2.31709e+03 3.28149298e+00
2.32814e+03 3.27064414e+00
2.33920e+03 3.25988090e+00
2.35025e+03 3.24920215e+00
2.36131e+03 3.23860676e+00
2.37236e+03 3.22809365e+00
2.38342e+03 3.21766176e+00
2.39447e+03 3.20731002e+00
2.40553e+03 3.19703742e+00
2.41658e+03 3.18684294e+00
2.42764e+03 3.17672559e+00
2.43869e+03 3.16668438e+00
2.44975e+03 3.15671836e+00
2.46080e+03 3.14682658e+00
2.47186e+03 3.13700811e+00
2.48291e+03 3.12726205e+00
2.49397e+03 3.11758749e+00
2.50503e+03 3.10798356e+00
2.51608e+03 3.09844938e+00
2.52714e+03 3.08898412e+00
2.53819e+03 3.07958693e+00
2.54925e+03 3.07025698e+00
2.56030e+03 3.06099347e+00
2.57136e+03 3.05179561e+00
2.58241e+03 3.04266260e+00
2.59347e+03 3.03359368e+00
2.60452e+03 3.02458810e+00
2.61558e+03 3.01564509e+00
2.62663e+03 3.00676394e+00
2.63769e+03 2.99794393e+00
2.64874e+03 2.98918433e+00
2.65980e+03 2.98048445e+00
2.67085e+03 2.97184361e+00
2.68191e+03 2.96326113e+00
2.69296e+03 2.95473634e+00
2.70402e+03 2.94626859e+00
2.71508e+03 2.93785723e+00
2.72613e+03 2.92950163e+00
2.73719e+03 2.92120116e+00
2.74824e+03 2.91295521e+00
2.75930e+03 2.90476317e+00
2.77035e+03 2.89662444e+00
2.78141e+03 2.88853843e+00
2.79246e+03 2.88050457e+00
2.80352e+03 2.87252229e+00
2.81457e+03 2.86459103e+00
2.82563e+03 2.85671022e+00
2.83668e+03 2.84887934e+00
2.84774e+03 2.84109783e+00
2.85879e+03 2.83336518e+00
2.86985e+03 2.82568085e+00
2.88090e+03 2.81804435e+00
2.89196e+03 2.81045516e+00
2.90302e+03 2.80291278e+00
2.91407e+03 2.79541672e+00
2.92513e+03 2.78796650e+00
2.93618e+03 2.78056165e+00
2.94724e+03 2.77320168e+00
2.95829e+03 2.76588614e+00
2.96935e+03 2.75861458e+00
2.98040e+03 2.75138653e+00
2.99146e+03 2.74420156e+00
3.00251e+03 2.73705924e+00
3.01357e+03 2.72995911e+00
3.02462e+03 2.72290077e+00
3.03568e+03 2.71588380e+00
3.04673e+03 2.70890777e+00
3.05779e+03 2.70197228e+00
3.06884e+03 2.69507693e+00
3.07990e+03 2.68822132e+00
3.09095e+03 2.68140506e+00
3.10201e+03 2.67462776e+00
3.11307e+03 2.66788905e+00
3.12412e+03 2.66118854e+00
3.13518e+03 2.65452587e+00
3.14623e+03 2.64790067e+00
3.15729e+03 2.64131257e+00
3.16834e+03 2.63476123e+00
3.17940e+03 2.62824630e+00
3.19045e+03 2.62176742e+00
3.20151e+03 2.61532425e+00
3.21256e+03 2.60891645e+00
3.22362e+03 2.60254370e+00
3.23467e+03 2.59620566e+00
3.24573e+03 2.58990202e+00
3.25678e+03 2.58363244e+00
3.26784e+03 2.57739661e+00
3.27889e+03 2.57119422e+00
3.28995e+03 2.56502496e+00
3.30101e+03 2.55888854e+00
3.31206e+03 2.55278464e+00
3.32312e+03 2.54671297e+00
3.33417e+03 2.54067323e+00
3.34523e+03 2.53466515e+00
3.35628e+03 2.52868843e+00
3.36734e+03 2.52274279e+00
3.37839e+03 2.51682796e+00
3.38945e+03 2.51094365e+00
3.40050e+03 2.50508960e+00
3.41156e+03 2.49926554e+00
3.42261e+03 2.49347120e+00
3.43367e+03 2.48770632e+00
3.44472e+03 2.48197064e+00
3.45578e+03 2.47626392e+00
3.46683e+03 2.47058589e+00
3.47789e+03 2.46493630e+00
3.48894e+03 2.45931492e+00
3.50000e+03 2.45372149e+00
