T(K)        G14/(RT)
1.30000e+03 2.00553855e+01
1.31106e+03 1.96335494e+01
1.32211e+03 1.92191501e+01
1.33317e+03 1.88119994e+01
1.34422e+03 1.84119152e+01
1.35528e+03 1.80187215e+01
1.36633e+03 1.76322479e+01
1.37739e+03 1.72523297e+01
1.38844e+03 1.68788074e+01
1.39950e+03 1.65115265e+01
1.41055e+03 1.61503376e+01
1.42161e+03 1.57950959e+01
1.43266e+03 1.54456610e+01
1.44372e+03 1.51018969e+01
1.45477e+03 1.47636720e+01
1.46583e+03 1.44308582e+01
1.47688e+03 1.41033319e+01
1.48794e+03 1.37809727e+01
1.49899e+03 1.34636640e+01
1.51005e+03 1.31512927e+01
1.52111e+03 1.28437490e+01
1.53216e+03 1.25409260e+01
1.54322e+03 1.22427204e+01
1.55427e+03 1.19490316e+01
1.56533e+03 1.16597617e+01
1.57638e+03 1.13748159e+01
1.58744e+03 1.10941019e+01
1.59849e+03 1.08175300e+01
1.60955e+03 1.05450131e+01
1.62060e+03 1.02764662e+01
1.63166e+03 1.00118070e+01
1.64271e+03 9.75095517e+00
1.65377e+03 9.49383270e+00
1.66482e+03 9.24036361e+00
1.67588e+03 8.99047396e+00
1.68693e+03 8.74409177e+00
1.69799e+03 8.50114695e+00
1.70905e+03 8.26157125e+00
1.72010e+03 8.02529820e+00
1.73116e+03 7.79226303e+00
1.74221e+03 7.56240265e+00
1.75327e+03 7.33565556e+00
1.76432e+03 7.11196185e+00
1.77538e+03 6.89126308e+00
1.78643e+03 6.67350230e+00
1.79749e+03 6.45862397e+00
1.80854e+03 6.24657392e+00
1.81960e+03 6.03729932e+00
1.83065e+03 5.83074862e+00
1.84171e+03 5.62687154e+00
1.85276e+03 5.42561899e+00
1.86382e+03 5.22694308e+00
1.87487e+03 5.03079705e+00
1.88593e+03 4.83713525e+00
1.89698e+03 4.64591312e+00
1.90804e+03 4.45708713e+00
1.91910e+03 4.27061478e+00
1.93015e+03 4.08645454e+00
1.94121e+03 3.90456583e+00
1.95226e+03 3.72490904e+00
1.96332e+03 3.54744543e+00
1.97437e+03 3.37213714e+00
1.98543e+03 3.19894717e+00
1.99648e+03 3.02783935e+00
2.00754e+03 2.85877833e+00
2.01859e+03 2.69172952e+00
2.02965e+03 2.52665910e+00
2.04070e+03 2.36353400e+00
2.05176e+03 2.20232187e+00
2.06281e+03 2.04299105e+00
2.07387e+03 1.88551059e+00
2.08492e+03 1.72985018e+00
2.09598e+03 1.57598017e+00
2.10704e+03 1.42387153e+00
2.11809e+03 1.27349586e+00
2.12915e+03 1.12482534e+00
2.14020e+03 9.77832743e-01
2.15126e+03 8.32491408e-01
2.16231e+03 6.88775225e-01
2.17337e+03 5.46658621e-01
2.18442e+03 4.06116550e-01
2.19548e+03 2.67124475e-01
2.20653e+03 1.29658359e-01
2.21759e+03 -6.30535027e-03
2.22864e+03 -1.40789732e-01
2.23970e+03 -2.73817401e-01
2.25075e+03 -4.05410526e-01
2.26181e+03 -5.35590832e-01
2.27286e+03 -6.64379619e-01
2.28392e+03 -7.91797768e-01
2.29497e+03 -9.17865750e-01
2.30603e+03 -1.04260364e+00
2.31709e+03 -1.16603113e+00
2.32814e+03 -1.28816752e+00
2.33920e+03 -1.40903175e+00
2.35025e+03 -1.52864240e+00
2.36131e+03 -1.64701769e+00
2.37236e+03 -1.76417550e+00
2.38342e+03 -1.88013337e+00
2.39447e+03 -1.99490852e+00
2.40553e+03 -2.10851785e+00
2.41658e+03 -2.22097792e+00
2.42764e+03 -2.33230502e+00
2.43869e+03 -2.44251512e+00
2.44975e+03 -2.55162390e+00
2.46080e+03 -2.65964676e+00
2.47186e+03 -2.76659882e+00
2.48291e+03 -2.87249492e+00
2.49397e+03 -2.97734964e+00
2.50503e+03 -3.08117729e+00
2.51608e+03 -3.18399194e+00
2.52714e+03 -3.28580739e+00
2.53819e+03 -3.38663722e+00
2.54925e+03 -3.48649476e+00
2.56030e+03 -3.58539309e+00
2.57136e+03 -3.68334509e+00
2.58241e+03 -3.78036341e+00
2.59347e+03 -3.87646046e+00
2.60452e+03 -3.97164845e+00
2.61558e+03 -4.06593940e+00
2.62663e+03 -4.15934509e+00
2.63769e+03 -4.25187712e+00
2.64874e+03 -4.34354689e+00
2.65980e+03 -4.43436562e+00
2.67085e+03 -4.52434431e+00
2.68191e+03 -4.61349380e+00
2.69296e+03 -4.70182475e+00
2.70402e+03 -4.78934764e+00
2.71508e+03 -4.87607277e+00
2.72613e+03 -4.96201028e+00
2.73719e+03 -5.04717013e+00
2.74824e+03 -5.13156213e+00
2.75930e+03 -5.21519593e+00
2.77035e+03 -5.29808102e+00
2.78141e+03 -5.38022674e+00
2.79246e+03 -5.46164228e+00
2.80352e+03 -5.54233667e+00
2.81457e+03 -5.62231881e+00
2.82563e+03 -5.70159747e+00
2.83668e+03 -5.78018125e+00
2.84774e+03 -5.85807863e+00
2.85879e+03 -5.93529798e+00
2.86985e+03 -6.01184749e+00
2.88090e+03 -6.08773527e+00
2.89196e+03 -6.16296928e+00
2.90302e+03 -6.23755736e+00
2.91407e+03 -6.31150723e+00
2.92513e+03 -6.38482649e+00
2.93618e+03 -6.45752264e+00
2.94724e+03 -6.52960303e+00
2.95829e+03 -6.60107494e+00
2.96935e+03 -6.67194551e+00
2.98040e+03 -6.74222180e+00
2.99146e+03 -6.81191072e+00
3.00251e+03 -6.88101913e+00
